Date	Time	Severity	Direction	Truck	Postmile
20060517	1343	Property Damage	S	FALSE	16.82
20060517	1435	Property Damage	N	TRUE	18.74
20060517	1600	Property Damage	S	FALSE	21.04
20060517	1638	Property Damage	S	FALSE	24.99
20060518	0800	Property Damage	N	FALSE	19.62
20060518	1810	Property Damage	N	TRUE	16.89
20060519	0830	Property Damage	N	FALSE	22.05
20060519	1620	Property Damage	N	FALSE	26.46
20060519	2225	Property Damage	N	FALSE	21.01
20060520	0838	Property Damage	S	FALSE	6.32
20060520	1515	Property Damage	S	FALSE	25.2
20060520	1532	Property Damage	S	TRUE	25.2
20060520	1550	Property Damage	N	TRUE	19.71
20060520	1920	Property Damage	N	FALSE	12.79
20060520	2140	Property Damage	N	FALSE	22.44
20060520	2235	Property Damage	S	FALSE	25.26
20060520	2315	Property Damage	N	FALSE	7.99
20060521	0047	Property Damage	N	FALSE	18.316
20060521	0210	Property Damage	N	FALSE	19.66
20060521	0250	Property Damage	N	FALSE	19.7
20060521	0603	Property Damage	S	FALSE	9.624
20060521	0610	Property Damage	N	FALSE	6.41
20060521	1145	Property Damage	N	FALSE	10.72
20060521	1700	Complaint of Pain	N	FALSE	18.554
20060521	1710	Property Damage	S	FALSE	9.624
20060521	2020	Property Damage	N	FALSE	6.98
20060521	2345	Complaint of Pain	S	FALSE	14.48
20060522	0140	Property Damage	S	FALSE	18.57
20060522	0750	Property Damage	S	FALSE	20.25
20060522	0835	Complaint of Pain	N	FALSE	7.69
20060522	0920	Property Damage	N	TRUE	23.574
20060522	0930	Property Damage	S	TRUE	10.83
20060522	0930	Property Damage	S	FALSE	21.886
20060522	1000	Property Damage	S	TRUE	13.58
20060522	1205	Property Damage	S	TRUE	15.88
20060522	1615	Property Damage	N	TRUE	12.83
20060522	1620	Property Damage	S	FALSE	20
20060522	1710	Property Damage	N	TRUE	22.154
20060522	1715	Property Damage	S	TRUE	10.9
20060522	2120	Property Damage	S	TRUE	25.373
20060522	2235	Property Damage	N	FALSE	12.59
20060523	0643	Property Damage	N	FALSE	14.02
20060523	0725	Property Damage	S	FALSE	18.45
20060523	0822	Property Damage	N	FALSE	26.173
20060523	1009	Complaint of Pain	N	FALSE	21.13
20060523	1030	Complaint of Pain	S	TRUE	10.05
20060523	1040	Property Damage	S	TRUE	22.498
20060523	1233	Complaint of Pain	S	FALSE	15.489
20060525	0810	Property Damage	N	TRUE	26.3
20060525	1010	Complaint of Pain	N	FALSE	13.811
20060525	1215	Property Damage	N	TRUE	10.05
20060525	1400	Property Damage	S	FALSE	6
20060525	1528	Complaint of Pain	N	FALSE	21.02
20060525	1830	Property Damage	N	TRUE	14.92
20060526	0805	Property Damage	S	FALSE	26.26
20060526	0955	Complaint of Pain	S	FALSE	26.32
20060526	1445	Property Damage	N	TRUE	13.9
20060526	1448	Property Damage	N	FALSE	13.65
20060526	1748	Complaint of Pain	S	FALSE	21.04
20060526	2235	Property Damage	N	FALSE	17.03
20060527	0345	Property Damage	N	FALSE	24.52
20060527	0655	Complaint of Pain	N	FALSE	22.02
20060527	1450	Property Damage	N	FALSE	12.31
20060527	1525	Property Damage	S	FALSE	11.001
20060527	1530	Property Damage	S	TRUE	14.98
20060529	2140	Visible Injury	N	TRUE	10.86
20060529	2355	Property Damage	N	FALSE	12.135
20060530	0915	Property Damage	N	FALSE	15.899
20060530	2200	Property Damage	N	FALSE	10.85
20060531	0225	Property Damage	N	TRUE	8.02
20060531	1201	Property Damage	S	TRUE	17.71
20060531	1216	Visible Injury	N	TRUE	16.89
20060531	1420	Visible Injury	N	FALSE	15.899
20060531	1443	Property Damage	S	FALSE	23.43
20060531	1540	Property Damage	S	TRUE	6
20060531	1735	Property Damage	N	FALSE	7.08
20060601	1341	Visible Injury	N	TRUE	19.89
20060601	1527	Property Damage	S	FALSE	21.04
20060601	1736	Property Damage	N	TRUE	24.61
20060601	1737	Property Damage	N	FALSE	24.71
20060601	1740	Property Damage	N	FALSE	12.78
20060601	1805	Visible Injury	S	FALSE	18.313
20060602	0034	Property Damage	N	FALSE	19.82
20060602	0740	Property Damage	S	FALSE	13.78
20060602	1215	Property Damage	N	TRUE	6.78
20060602	1850	Complaint of Pain	N	FALSE	21.94
20060603	0200	Property Damage	S	FALSE	18.04
20060603	1500	Property Damage	S	FALSE	17.94
20060603	1549	Complaint of Pain	N	FALSE	18.554
20060603	1640	Property Damage	N	FALSE	14.96
20060603	2020	Visible Injury	N	FALSE	22.57
20060603	2345	Property Damage	N	FALSE	18.46
20060604	0055	Property Damage	N	FALSE	14.761
20060604	0216	Property Damage	N	FALSE	19.54
20060604	1140	Property Damage	S	FALSE	7.825
20060604	1325	Complaint of Pain	S	FALSE	16.21
20060604	2210	Property Damage	S	FALSE	18.64
20060605	0325	Complaint of Pain	S	FALSE	14.47
20060605	0427	Complaint of Pain	S	FALSE	14.49
20060605	1715	Property Damage	N	FALSE	12.39
20060605	1720	Property Damage	N	FALSE	7.59
20060605	1730	Property Damage	S	FALSE	24.37
20060605	1800	Property Damage	S	FALSE	9.61
20060606	0835	Property Damage	N	FALSE	19.74
20060606	1300	Property Damage	S	TRUE	13.03
20060606	1605	Property Damage	S	FALSE	11.97
20060606	1610	Property Damage	N	FALSE	18.94
20060606	1630	Property Damage	N	FALSE	6.9
20060606	1754	Property Damage	N	FALSE	13.811
20060607	0035	Property Damage	N	TRUE	13.97
20060607	0840	Property Damage	N	TRUE	22.01
20060607	1130	Property Damage	S	TRUE	10.92
20060607	1432	Complaint of Pain	N	FALSE	22.16
20060607	1559	Visible Injury	N	FALSE	24.816
20060607	1741	Complaint of Pain	N	FALSE	6.18
20060607	2029	Property Damage	N	FALSE	21.99
20060608	0800	Property Damage	N	FALSE	13.082
20060608	1815	Property Damage	N	TRUE	26.461
20060608	2120	Property Damage	N	FALSE	9.31
20060609	0615	Visible Injury	N	FALSE	9.45
20060609	1230	Property Damage	N	FALSE	23.8
20060609	1435	Property Damage	N	FALSE	20.28
20060609	1755	Property Damage	S	FALSE	7.825
20060610	0230	Property Damage	S	FALSE	25.23
20060610	2145	Property Damage	N	FALSE	13.112
20060611	0259	Severe Injury	N	FALSE	18.14
20060611	0300	Property Damage	N	FALSE	17.09
20060611	1815	Property Damage	S	FALSE	13.35
20060611	2335	Property Damage	S	FALSE	24.96
20060612	0335	Property Damage	N	FALSE	9.44
20060612	0900	Property Damage	S	FALSE	20.37
20060612	1720	Property Damage	S	FALSE	23.5
20060613	0715	Property Damage	N	TRUE	22.65
20060613	1050	Property Damage	S	TRUE	22.42
20060613	1110	Property Damage	S	TRUE	22.1
20060613	1736	Property Damage	S	TRUE	23.16
20060613	2010	Complaint of Pain	S	FALSE	15.89
20060613	2340	Property Damage	S	FALSE	25.373
20060614	0603	Property Damage	S	FALSE	18.663
20060614	0720	Property Damage	N	FALSE	10.922
20060614	1055	Property Damage	S	TRUE	22.063
20060614	1550	Visible Injury	S	FALSE	21.1
20060614	1715	Property Damage	N	FALSE	22.35
20060614	1728	Complaint of Pain	N	FALSE	23.134
20060614	1836	Property Damage	S	FALSE	18.663
20060614	2205	Fatal	S	FALSE	16.2
20060615	0744	Property Damage	S	FALSE	10.9
20060615	1250	Property Damage	N	TRUE	17.46
20060615	1255	Property Damage	N	FALSE	18.54
20060615	1445	Complaint of Pain	S	TRUE	18.314
20060615	1620	Visible Injury	N	FALSE	15.441
20060616	1234	Property Damage	S	FALSE	24.48
20060616	1630	Property Damage	S	FALSE	16.004
20060616	1650	Property Damage	N	TRUE	21.75
20060617	0225	Property Damage	N	FALSE	19.79
20060617	1240	Property Damage	S	TRUE	23.29
20060617	1935	Property Damage	N	FALSE	10.94
20060617	2350	Property Damage	N	FALSE	17.01
20060617	2359	Property Damage	N	FALSE	17.03
20060618	0107	Property Damage	S	FALSE	7.79
20060618	0150	Property Damage	S	FALSE	19.75
20060618	0425	Property Damage	S	FALSE	19.39
20060618	0955	Visible Injury	S	FALSE	19.1
20060618	1655	Property Damage	S	FALSE	10.72
20060618	1740	Property Damage	S	FALSE	10.72
20060619	0830	Complaint of Pain	S	FALSE	10.92
20060619	1810	Complaint of Pain	S	FALSE	25.42
20060619	1915	Property Damage	S	FALSE	9.624
20060619	2220	Property Damage	S	TRUE	10.94
20060619	2255	Property Damage	S	FALSE	7.99
20060620	0830	Property Damage	N	TRUE	22.77
20060620	0930	Complaint of Pain	S	TRUE	23.86
20060620	1635	Property Damage	S	TRUE	26.18
20060620	1705	Property Damage	S	FALSE	26.55
20060620	2250	Property Damage	S	TRUE	8.07
20060621	0650	Complaint of Pain	S	FALSE	10.32
20060621	0730	Property Damage	S	TRUE	8.98
20060621	0805	Property Damage	S	FALSE	10.73
20060621	0825	Property Damage	N	TRUE	17.193
20060621	1600	Property Damage	S	TRUE	7.18
20060621	1957	Property Damage	N	FALSE	15.441
20060621	2135	Complaint of Pain	N	FALSE	6.86
20060622	0650	Property Damage	N	TRUE	18.31
20060622	0805	Property Damage	S	TRUE	24.2
20060622	1015	Property Damage	N	TRUE	7.95
20060622	1135	Property Damage	N	TRUE	6.36
20060622	1330	Property Damage	N	FALSE	24.11
20060622	1340	Property Damage	N	TRUE	23.54
20060622	1418	Property Damage	N	TRUE	22.35
20060622	1800	Property Damage	N	FALSE	19.621
20060622	1850	Property Damage	N	FALSE	9.305
20060622	2055	Complaint of Pain	N	FALSE	13.87
20060623	0025	Property Damage	S	FALSE	18.41
20060623	0245	Property Damage	S	FALSE	16.81
20060623	0345	Property Damage	S	FALSE	9.42
20060623	0650	Property Damage	N	TRUE	22.35
20060623	0720	Property Damage	S	TRUE	22
20060623	0908	Complaint of Pain	S	TRUE	13.94
20060623	0945	Property Damage	S	TRUE	13.91
20060623	1000	Property Damage	S	FALSE	20.17
20060623	1126	Property Damage	S	TRUE	10.92
20060623	1610	Property Damage	S	FALSE	15.6
20060623	1645	Property Damage	S	TRUE	22.15
20060623	1840	Property Damage	N	TRUE	15.899
20060623	2230	Complaint of Pain	S	TRUE	5.544
20060624	0015	Property Damage	S	FALSE	7.95
20060624	0525	Visible Injury	N	FALSE	23.16
20060624	0710	Property Damage	N	FALSE	18.76
20060624	1310	Property Damage	N	FALSE	22.02
20060624	2040	Property Damage	S	FALSE	14.35
20060625	0200	Property Damage	N	FALSE	20.21
20060625	0200	Complaint of Pain	S	FALSE	18.53
20060625	1525	Visible Injury	S	FALSE	14.46
20060625	1637	Property Damage	N	FALSE	32.211
20060625	1925	Visible Injury	N	FALSE	14.09
20060626	0700	Property Damage	S	FALSE	22.07
20060626	0858	Complaint of Pain	S	FALSE	16.879
20060626	1010	Property Damage	N	FALSE	20.18
20060626	1030	Visible Injury	N	FALSE	16.99
20060626	1050	Property Damage	N	FALSE	12.93
20060626	1115	Property Damage	S	TRUE	17.89
20060626	1125	Property Damage	S	TRUE	23.707
20060626	1345	Property Damage	S	FALSE	22.05
20060626	1700	Property Damage	N	FALSE	6.39
20060626	2350	Visible Injury	N	FALSE	9.305
20060627	0625	Property Damage	N	TRUE	26.173
20060627	0750	Complaint of Pain	S	FALSE	11.91
20060627	0830	Property Damage	S	FALSE	16.88
20060627	2055	Severe Injury	N	TRUE	15.17
20060627	2130	Property Damage	N	FALSE	19.621
20060627	2305	Visible Injury	N	FALSE	10.51
20060627	2348	Property Damage	N	FALSE	9.08
20060628	0840	Complaint of Pain	S	TRUE	16.8
20060628	1840	Property Damage	S	FALSE	9.625
20060628	2210	Property Damage	N	FALSE	6.33
20060629	0034	Property Damage	S	FALSE	15.489
20060629	0416	Property Damage	S	FALSE	11.74
20060629	0417	Fatal	S	FALSE	11.72
20060629	0417	Property Damage	S	FALSE	11.66
20060629	0418	Property Damage	S	FALSE	11.93
20060629	0500	Property Damage	S	TRUE	12.02
20060629	1320	Property Damage	N	FALSE	23.04
20060629	1410	Complaint of Pain	S	FALSE	21.07
20060629	1550	Property Damage	N	TRUE	23.134
20060629	1700	Property Damage	S	FALSE	26.55
20060629	1720	Property Damage	N	FALSE	14.77
20060629	2125	Property Damage	N	FALSE	13.85
20060629	2153	Complaint of Pain	N	FALSE	13.811
20060629	2154	Property Damage	N	FALSE	13.89
20060630	0115	Property Damage	S	FALSE	26.67
20060630	0300	Visible Injury	N	FALSE	20.97
20060630	1450	Property Damage	N	TRUE	22.154
20060630	1910	Property Damage	S	FALSE	13.32
20060630	2325	Visible Injury	S	FALSE	12.031
20060701	0035	Property Damage	N	FALSE	21.07
20060701	0745	Property Damage	S	FALSE	16.88
20060701	0950	Property Damage	N	TRUE	18.316
20060701	1245	Property Damage	N	TRUE	13.94
20060701	1315	Property Damage	S	FALSE	15.48
20060701	1730	Property Damage	N	FALSE	13.264
20060702	0900	Property Damage	N	FALSE	23.48
20060702	1640	Complaint of Pain	N	FALSE	13.52
20060702	2100	Property Damage	N	FALSE	7.93
20060702	2140	Complaint of Pain	S	FALSE	18.52
20060702	2300	Property Damage	N	FALSE	21.808
20060703	0120	Visible Injury	N	FALSE	12.63
20060703	0515	Property Damage	N	FALSE	11.81
20060703	0740	Property Damage	S	FALSE	6.959
20060703	0740	Property Damage	S	FALSE	17.99
20060703	0805	Complaint of Pain	N	FALSE	23.03
20060703	1055	Property Damage	S	FALSE	15.68
20060703	1440	Complaint of Pain	N	TRUE	6.835
20060703	1554	Property Damage	N	FALSE	18.317
20060703	1700	Complaint of Pain	S	FALSE	6.97
20060703	2015	Severe Injury	N	FALSE	15.9
20060703	2150	Property Damage	S	FALSE	13.339
20060704	0255	Property Damage	N	TRUE	10.94
20060704	1525	Property Damage	S	FALSE	7.98
20060705	0300	Property Damage	S	FALSE	21.931
20060705	0611	Fatal	S	FALSE	5.5
20060705	0640	Complaint of Pain	N	FALSE	17.37
20060705	0740	Property Damage	N	TRUE	14.54
20060705	0800	Visible Injury	S	TRUE	9.625
20060705	1110	Property Damage	S	FALSE	8.97
20060705	1450	Complaint of Pain	N	FALSE	8.83
20060705	1704	Property Damage	N	FALSE	18.203
20060705	1740	Property Damage	N	FALSE	26.173
20060705	2200	Property Damage	S	FALSE	10.87
20060705	2205	Complaint of Pain	S	FALSE	10.86
20060706	0725	Property Damage	S	FALSE	25.47
20060706	0745	Property Damage	N	FALSE	10.922
20060706	0840	Complaint of Pain	S	FALSE	6.39
20060706	1700	Property Damage	S	FALSE	14.87
20060706	1907	Property Damage	N	FALSE	25.53
20060707	0435	Property Damage	N	TRUE	22.42
20060707	0640	Property Damage	S	TRUE	9.08
20060707	0900	Property Damage	S	FALSE	13.52
20060707	0920	Property Damage	S	TRUE	21.86
20060707	1510	Property Damage	S	FALSE	23.51
20060707	1545	Property Damage	S	FALSE	21.33
20060707	1620	Complaint of Pain	N	FALSE	26.461
20060708	0222	Severe Injury	S	FALSE	20.9
20060708	0525	Property Damage	S	TRUE	19.81
20060708	1000	Complaint of Pain	S	FALSE	25.45
20060708	1111	Property Damage	N	FALSE	20.57
20060708	1940	Property Damage	N	FALSE	23.04
20060709	0145	Property Damage	N	FALSE	12.79
20060709	0147	Complaint of Pain	N	FALSE	12.81
20060709	0150	Visible Injury	N	FALSE	12.83
20060709	0152	Property Damage	N	FALSE	12.8
20060709	0205	Property Damage	N	FALSE	12.1
20060709	1827	Visible Injury	S	FALSE	9.16
20060710	0255	Property Damage	S	FALSE	13.07
20060710	0809	Property Damage	N	FALSE	14.7
20060710	0830	Visible Injury	N	FALSE	6.08
20060710	1805	Property Damage	S	FALSE	21.04
20060710	1900	Property Damage	S	FALSE	23.76
20060710	2000	Complaint of Pain	N	FALSE	19.621
20060711	0015	Visible Injury	N	FALSE	24.79
20060711	0019	Fatal	N	FALSE	24.81
20060711	0815	Property Damage	N	FALSE	19.621
20060711	1215	Property Damage	N	TRUE	7.91
20060711	1228	Property Damage	S	TRUE	24.56
20060711	1425	Property Damage	S	FALSE	26.7
20060711	1440	Visible Injury	S	TRUE	9.624
20060711	1500	Property Damage	N	FALSE	19.43
20060711	1505	Property Damage	N	TRUE	18.54
20060711	1720	Property Damage	N	FALSE	12.78
20060711	1845	Property Damage	S	FALSE	23.89
20060711	1950	Property Damage	N	FALSE	26.333
20060712	0220	Property Damage	N	FALSE	14.096
20060712	0415	Property Damage	S	FALSE	9.99
20060712	0732	Property Damage	S	FALSE	17.89
20060712	0900	Complaint of Pain	S	FALSE	11.12
20060712	1335	Property Damage	S	FALSE	17.09
20060713	0550	Property Damage	N	FALSE	23.134
20060713	0808	Complaint of Pain	S	FALSE	6.272
20060713	1415	Property Damage	N	FALSE	22.16
20060713	1600	Property Damage	S	FALSE	24.09
20060713	1610	Property Damage	N	TRUE	6.08
20060713	1745	Property Damage	S	FALSE	25.17
20060713	1810	Property Damage	N	FALSE	16.9
20060714	0445	Property Damage	N	FALSE	16.91
20060714	0925	Complaint of Pain	S	FALSE	9.43
20060714	1115	Property Damage	S	TRUE	9.741
20060714	1125	Property Damage	N	TRUE	23.452
20060714	1300	Complaint of Pain	S	FALSE	11.91
20060714	1553	Property Damage	S	FALSE	25.52
20060715	0018	Property Damage	N	FALSE	5.522
20060715	0305	Property Damage	N	FALSE	22.154
20060715	1444	Complaint of Pain	S	TRUE	17.26
20060715	1600	Property Damage	S	FALSE	12.031
20060715	1850	Complaint of Pain	S	FALSE	22.44
20060715	2055	Visible Injury	N	FALSE	20.95
20060715	2352	Property Damage	S	FALSE	19.09
20060716	0345	Property Damage	S	FALSE	17.12
20060716	1910	Complaint of Pain	N	FALSE	20.33
20060717	0225	Complaint of Pain	S	FALSE	13.91
20060717	1115	Visible Injury	S	TRUE	17.89
20060717	1300	Property Damage	S	TRUE	13.05
20060717	1510	Complaint of Pain	S	FALSE	21.05
20060717	1720	Property Damage	S	FALSE	24.43
20060718	0600	Property Damage	N	TRUE	12.638
20060718	0900	Property Damage	N	TRUE	13.17
20060718	1815	Property Damage	N	FALSE	21.86
20060719	0930	Property Damage	N	TRUE	6.78
20060719	1213	Property Damage	N	TRUE	17.33
20060719	1530	Property Damage	N	TRUE	10.745
20060719	1540	Property Damage	S	FALSE	24.32
20060719	1740	Property Damage	S	FALSE	22.07
20060719	1745	Property Damage	N	FALSE	26.461
20060720	0040	Property Damage	S	FALSE	14.41
20060720	0210	Complaint of Pain	S	FALSE	11.87
20060720	0212	Visible Injury	S	FALSE	11.87
20060720	0930	Visible Injury	N	TRUE	12.39
20060720	1415	Complaint of Pain	N	FALSE	19.62
20060720	1530	Property Damage	S	FALSE	20.36
20060720	1626	Property Damage	N	TRUE	10.32
20060720	1745	Complaint of Pain	N	FALSE	7.87
20060720	2130	Visible Injury	N	FALSE	13.84
20060720	2252	Property Damage	N	FALSE	11.82
20060721	0253	Severe Injury	S	FALSE	7.89
20060721	0550	Property Damage	N	FALSE	21.808
20060721	0650	Property Damage	S	FALSE	14.1
20060721	0850	Property Damage	N	TRUE	21.85
20060721	0958	Property Damage	S	FALSE	19.79
20060721	1055	Property Damage	N	TRUE	6.476
20060721	1115	Visible Injury	N	FALSE	21.09
20060721	1145	Property Damage	S	FALSE	7.825
20060721	1355	Property Damage	S	TRUE	13.07
20060721	1425	Property Damage	N	FALSE	17.06
20060721	1745	Property Damage	S	FALSE	11.861
20060721	1805	Property Damage	S	FALSE	18.663
20060721	2130	Property Damage	S	FALSE	16.879
20060721	2240	Visible Injury	N	FALSE	6
20060722	0840	Property Damage	N	TRUE	14.92
20060722	2329	Property Damage	S	FALSE	8.055
20060723	1525	Property Damage	S	FALSE	23.22
20060723	2356	Visible Injury	N	FALSE	12.638
20060724	0810	Property Damage	S	TRUE	23.45
20060724	1250	Complaint of Pain	N	FALSE	6.98
20060724	1310	Property Damage	N	FALSE	22.95
20060724	1430	Property Damage	N	TRUE	9.73
20060725	0330	Property Damage	S	TRUE	13.07
20060725	0840	Property Damage	S	TRUE	10.72
20060725	1230	Property Damage	S	FALSE	11.91
20060725	1800	Complaint of Pain	N	FALSE	15.79
20060725	2340	Visible Injury	S	FALSE	6.34
20060726	0245	Property Damage	S	FALSE	24.16
20060726	0820	Complaint of Pain	N	FALSE	19.49
20060726	0911	Complaint of Pain	N	FALSE	19.43
20060726	0920	Property Damage	N	FALSE	22.39
20060726	1150	Property Damage	N	TRUE	22.66
20060726	1730	Property Damage	N	FALSE	15.75
20060726	2035	Visible Injury	S	FALSE	25.39
20060726	2139	Property Damage	N	FALSE	13.811
20060726	2245	Property Damage	N	FALSE	13.59
20060727	0800	Property Damage	S	TRUE	10.94
20060727	1106	Complaint of Pain	S	TRUE	21.64
20060727	1159	Property Damage	N	TRUE	19.77
20060727	1315	Property Damage	S	TRUE	26.47
20060727	1318	Property Damage	N	TRUE	16.95
20060727	1330	Property Damage	N	FALSE	17.09
20060727	1400	Property Damage	N	TRUE	21.16
20060727	1605	Property Damage	N	FALSE	15.899
20060728	0538	Property Damage	S	FALSE	26.37
20060728	0539	Property Damage	S	FALSE	25.52
20060728	0540	Property Damage	S	FALSE	25.52
20060728	0541	Property Damage	S	FALSE	25.52
20060728	1425	Complaint of Pain	S	FALSE	23.82
20060728	1555	Property Damage	S	FALSE	15.437
20060728	1935	Property Damage	N	FALSE	22.41
20060728	2115	Property Damage	N	TRUE	12.94
20060729	1345	Property Damage	S	FALSE	16.21
20060730	0230	Property Damage	S	FALSE	7.97
20060730	0830	Visible Injury	S	FALSE	18.23
20060730	0935	Property Damage	N	FALSE	6.8
20060730	1737	Property Damage	N	TRUE	6.42
20060731	0005	Property Damage	S	FALSE	15.7
20060731	1030	Property Damage	S	TRUE	18.663
20060731	1610	Property Damage	S	FALSE	24.16
20060731	2100	Property Damage	N	FALSE	13.811
20060801	0620	Complaint of Pain	S	TRUE	6.475
20060801	1725	Property Damage	N	FALSE	16.95
20060801	1810	Property Damage	S	FALSE	20.93
20060801	1850	Complaint of Pain	N	FALSE	25.2
20060802	0740	Property Damage	N	FALSE	6.476
20060802	1120	Visible Injury	S	TRUE	20.22
20060802	1220	Property Damage	N	TRUE	18.64
20060802	1407	Property Damage	S	FALSE	23.66
20060803	1000	Property Damage	S	FALSE	19.892
20060803	1805	Property Damage	N	FALSE	15.07
20060804	0120	Property Damage	S	FALSE	24.549
20060804	0210	Visible Injury	N	FALSE	26.25
20060804	1040	Property Damage	N	FALSE	6.476
20060804	1250	Property Damage	S	TRUE	24.709
20060804	1525	Property Damage	N	FALSE	18.317
20060804	1730	Complaint of Pain	S	FALSE	20.03
20060805	0200	Property Damage	S	FALSE	22.5
20060805	0304	Complaint of Pain	N	FALSE	19.36
20060806	0025	Property Damage	S	FALSE	22.5
20060806	0144	Property Damage	S	FALSE	22.55
20060806	1251	Property Damage	S	FALSE	19.1
20060806	2255	Visible Injury	S	FALSE	9.56
20060807	1315	Property Damage	S	TRUE	22.48
20060807	1630	Property Damage	N	TRUE	21.808
20060807	1920	Property Damage	S	FALSE	19.82
20060807	2020	Property Damage	S	FALSE	21.11
20060808	0100	Property Damage	S	FALSE	10.94
20060808	0610	Property Damage	N	TRUE	22.068
20060808	0910	Property Damage	S	FALSE	19.568
20060808	1100	Property Damage	N	FALSE	18.554
20060808	1100	Property Damage	N	FALSE	14.43
20060808	1340	Property Damage	N	FALSE	12.21
20060808	1400	Property Damage	S	FALSE	19.49
20060808	1740	Complaint of Pain	S	FALSE	21.23
20060809	0630	Property Damage	N	FALSE	24.6
20060809	1445	Property Damage	N	FALSE	7.18
20060809	1550	Property Damage	S	FALSE	22.77
20060809	1730	Complaint of Pain	N	TRUE	10.29
20060810	1055	Severe Injury	S	TRUE	6.21
20060810	1300	Property Damage	S	FALSE	10.21
20060810	1545	Property Damage	S	TRUE	22.21
20060811	0818	Complaint of Pain	N	FALSE	22.43
20060811	0935	Complaint of Pain	S	FALSE	12.871
20060811	2000	Property Damage	N	FALSE	20.97
20060812	0310	Property Damage	N	FALSE	25.6
20060812	0429	Visible Injury	N	FALSE	13.92
20060812	0430	Property Damage	N	FALSE	13.92
20060812	0431	Complaint of Pain	N	FALSE	13.91
20060812	1032	Property Damage	S	FALSE	13.59
20060812	1130	Visible Injury	N	FALSE	6.956
20060812	1310	Property Damage	N	FALSE	20.2
20060812	1311	Property Damage	N	FALSE	20.2
20060813	0110	Severe Injury	N	FALSE	6.9
20060813	0825	Property Damage	S	FALSE	9.84
20060813	1305	Complaint of Pain	S	TRUE	22.52
20060813	1440	Property Damage	N	FALSE	14.47
20060813	2210	Visible Injury	S	TRUE	11.76
20060814	1130	Property Damage	S	TRUE	12.09
20060814	1655	Property Damage	S	TRUE	22.53
20060814	1705	Property Damage	N	FALSE	12.78
20060814	2110	Property Damage	S	TRUE	13.59
20060815	0115	Property Damage	N	TRUE	17.31
20060815	0930	Property Damage	N	TRUE	10.95
20060815	1610	Property Damage	S	FALSE	31.78
20060815	1735	Property Damage	N	FALSE	20.32
20060816	0525	Property Damage	N	FALSE	23.134
20060816	0645	Visible Injury	N	FALSE	12.638
20060816	0850	Property Damage	S	FALSE	22.9
20060816	0930	Property Damage	S	TRUE	10.72
20060816	0930	Property Damage	S	TRUE	18.42
20060816	1145	Property Damage	S	TRUE	16.65
20060816	1515	Property Damage	N	TRUE	22.49
20060816	1600	Complaint of Pain	N	FALSE	12.135
20060816	1615	Property Damage	N	FALSE	15.01
20060817	0845	Property Damage	S	TRUE	9.59
20060817	1045	Property Damage	S	TRUE	11.91
20060817	1100	Property Damage	S	TRUE	12.88
20060817	1335	Property Damage	S	FALSE	23.71
20060817	1505	Property Damage	S	TRUE	19.67
20060817	1550	Property Damage	S	FALSE	25.01
20060818	0600	Property Damage	S	FALSE	16.428
20060818	0750	Complaint of Pain	N	FALSE	8.67
20060818	0830	Property Damage	S	FALSE	11.82
20060818	1815	Property Damage	S	FALSE	16.21
20060818	2320	Property Damage	N	FALSE	19.77
20060818	2500	Property Damage	S	FALSE	23.707
20060819	0339	Property Damage	N	FALSE	21.14
20060819	0345	Fatal	N	FALSE	16.862
20060819	0850	Property Damage	N	TRUE	8
20060819	1630	Property Damage	N	FALSE	10.72
20060819	1740	Property Damage	N	FALSE	7.95
20060819	1958	Complaint of Pain	S	FALSE	14.03
20060819	2305	Property Damage	S	FALSE	15.438
20060819	2500	Property Damage	N	FALSE	26.44
20060820	0505	Property Damage	N	FALSE	21
20060820	0940	Complaint of Pain	N	FALSE	12.05
20060821	0605	Complaint of Pain	N	TRUE	19.3
20060821	2030	Visible Injury	S	FALSE	9.48
20060822	0655	Property Damage	N	FALSE	25.15
20060822	0740	Property Damage	S	FALSE	22.03
20060822	0755	Property Damage	S	FALSE	23.81
20060822	1500	Property Damage	N	TRUE	15.441
20060823	0739	Property Damage	S	FALSE	21.98
20060823	0945	Property Damage	S	FALSE	18.54
20060823	1141	Property Damage	S	TRUE	23.83
20060823	1715	Complaint of Pain	S	FALSE	22.11
20060823	2040	Property Damage	S	FALSE	16.14
20060824	0810	Property Damage	N	FALSE	21.808
20060824	1155	Complaint of Pain	N	TRUE	18.18
20060824	1515	Visible Injury	S	FALSE	18.64
20060824	1620	Property Damage	N	FALSE	14.74
20060824	1800	Property Damage	N	FALSE	26.08
20060825	0605	Property Damage	S	TRUE	22.063
20060825	0700	Property Damage	N	FALSE	26.461
20060825	1345	Property Damage	S	FALSE	23.89
20060825	1620	Property Damage	S	TRUE	24.12
20060825	1735	Property Damage	N	FALSE	24.816
20060825	1815	Property Damage	S	FALSE	14.01
20060825	1920	Property Damage	N	FALSE	19.65
20060825	1930	Property Damage	N	FALSE	14.41
20060826	0745	Property Damage	S	FALSE	21.38
20060826	1430	Complaint of Pain	S	FALSE	12.871
20060826	1630	Property Damage	N	FALSE	17.94
20060826	1730	Property Damage	S	FALSE	16.21
20060827	0909	Property Damage	N	FALSE	17.81
20060827	1258	Complaint of Pain	N	FALSE	18.75
20060827	1440	Property Damage	S	FALSE	15.11
20060827	2055	Property Damage	S	FALSE	24.36
