Amount,iRate,State,IntRate
1550.00,12.12%,CA,0.12
35000.00,15.31%,PA,0.15
3000.00,7.14%,PA,0.07
14775.00,10.25%,CA,0.10
14400.00,18.49%,FL,0.18
12000.00,9.88%,OH,0.10
19975.00,19.99%,NY,0.20
11650.00,7.66%,MO,0.08
7750.00,13.11%,TX,0.13
12000.00,19.91%,GA,0.20
5750.00,7.14%,CT,0.07
5000.00,7.90%,LA,0.08
6000.00,16.29%,TX,0.16
15925.00,10.36%,NJ,0.10
23000.00,7.62%,CA,0.08
10000.00,13.11%,OH,0.13
4800.00,7.88%,CA,0.08
20500.00,12.12%,NV,0.12
20950.00,18.79%,FL,0.19
7500.00,7.90%,MD,0.08
16800.00,16.40%,MO,0.16
8851.08,11.66%,CA,0.12
12000.00,16.49%,NY,0.16
17900.00,18.25%,TX,0.18
9675.00,17.15%,FL,0.17
9600.00,14.33%,MO,0.14
8000.00,12.68%,VT,0.13
9000.00,13.43%,NJ,0.13
10000.00,14.65%,OH,0.15
8000.00,16.29%,TX,0.16
12000.00,16.32%,TX,0.16
19950.00,11.14%,NH,0.11
4800.00,7.88%,FL,0.08
27950.00,19.42%,VA,0.19
10000.00,11.14%,NC,0.11
7300.00,6.62%,GA,0.07
8450.00,7.90%,PA,0.08
20000.00,21.98%,TX,0.22
16000.00,21.98%,IL,0.22
29950.00,17.27%,TX,0.17
11530.58,15.23%,WA,0.15
24450.00,11.83%,NY,0.12
2275.00,13.75%,FL,0.14
8000.00,15.31%,CO,0.15
16786.31,8.94%,CA,0.09
4200.00,11.71%,IL,0.12
1400.00,14.27%,OR,0.14
2500.00,14.65%,FL,0.15
12000.00,15.31%,TX,0.15
2200.00,11.71%,NY,0.12
35000.00,16.29%,FL,0.16
12000.00,14.09%,NY,0.14
9575.00,13.99%,MN,0.14
16500.00,6.03%,CA,0.06
14450.00,11.86%,MA,0.12
1500.00,11.49%,CA,0.11
4000.00,12.12%,WI,0.12
4250.00,10.75%,GA,0.11
3575.00,6.91%,CO,0.07
28000.00,7.62%,OH,0.08
15000.00,13.11%,CA,0.13
5000.00,15.31%,CA,0.15
21000.00,13.67%,SC,0.14
5000.00,17.14%,WI,0.17
14400.00,10.16%,MD,0.10
13600.00,13.11%,HI,0.13
7400.00,7.74%,NJ,0.08
17975.00,19.05%,GA,0.19
10765.99,7.88%,OH,0.08
4800.00,12.12%,MD,0.12
10000.00,13.11%,CO,0.13
26450.00,18.25%,WA,0.18
15450.00,11.14%,OK,0.11
20000.00,8.90%,NC,0.09
7000.00,15.31%,TX,0.15
24000.00,7.62%,OK,0.08
12000.00,14.65%,AR,0.15
550.00,10.59%,IN,0.11
22975.00,11.99%,LA,0.12
13975.00,17.51%,NH,0.18
17975.00,18.75%,TX,0.19
7000.00,10.16%,CA,0.10
12700.00,7.90%,PA,0.08
11975.00,13.98%,CA,0.14
4475.00,11.14%,WA,0.11
1000.00,7.88%,NY,0.08
1000.00,15.81%,MD,0.16
10525.00,12.12%,NJ,0.12
17825.00,14.09%,TX,0.14
10750.00,14.09%,OH,0.14
13600.00,7.90%,CA,0.08
20000.00,22.47%,WA,0.22
10050.00,14.33%,MT,0.14
30000.00,8.90%,CA,0.09
27575.00,17.27%,PA,0.17
14625.00,13.11%,MA,0.13
10000.00,14.09%,CA,0.14
7275.00,7.90%,CA,0.08
4200.00,17.27%,AK,0.17
24288.45,11.86%,TX,0.12
13500.00,19.69%,DC,0.20
2200.00,15.31%,CA,0.15
20000.00,13.99%,CA,0.14
14000.00,13.11%,CA,0.13
12000.00,6.62%,WA,0.07
4200.00,13.67%,TX,0.14
7100.00,11.14%,GA,0.11
15000.00,14.65%,WA,0.15
9364.40,10.95%,TX,0.11
8975.00,14.65%,MI,0.15
23275.00,23.83%,GA,0.24
20000.00,15.80%,CA,0.16
2000.00,13.99%,NY,0.14
20737.86,13.98%,VA,0.14
11975.00,15.21%,MD,0.15
10000.00,15.80%,OH,0.16
8800.00,11.48%,TX,0.11
15700.00,16.02%,CA,0.16
4082.56,13.30%,TX,0.13
0.00,13.24%,OK,0.13
10000.00,13.11%,UT,0.13
19500.00,20.50%,WA,0.21
18000.00,7.49%,NY,0.07
21950.00,8.88%,MD,0.09
486.13,14.07%,NY,0.14
5000.00,13.92%,NY,0.14
20000.00,7.62%,CA,0.08
7000.00,8.90%,KY,0.09
15000.00,14.09%,NY,0.14
9975.00,10.00%,KY,0.10
25000.00,21.49%,NJ,0.21
14400.00,13.11%,CA,0.13
10000.00,10.65%,TX,0.11
19750.00,16.29%,FL,0.16
10000.00,11.71%,NC,0.12
4550.00,13.57%,CA,0.14
6392.86,10.83%,VA,0.11
13075.00,11.99%,OH,0.12
7000.00,7.90%,NY,0.08
3000.00,7.49%,PA,0.07
17950.00,14.46%,TX,0.14
14675.00,16.29%,IL,0.16
10000.00,14.09%,SC,0.14
9600.00,10.74%,MI,0.11
10000.00,13.11%,NY,0.13
1500.00,6.91%,WI,0.07
10000.00,14.09%,WI,0.14
6963.08,13.11%,PA,0.13
4000.00,16.82%,WI,0.17
16750.00,7.90%,CA,0.08
4350.00,12.92%,CA,0.13
11950.00,14.33%,RI,0.14
12000.00,13.99%,CA,0.14
5000.00,7.51%,CO,0.08
3800.00,12.12%,SC,0.12
9000.00,10.65%,NC,0.11
5000.00,9.76%,OK,0.10
7000.00,11.86%,CA,0.12
5000.00,10.99%,IL,0.11
18126.99,11.99%,IL,0.12
2000.00,14.35%,OH,0.14
29175.00,13.11%,CA,0.13
8882.52,11.49%,TX,0.11
26975.00,18.55%,AL,0.19
20000.00,13.11%,MN,0.13
10000.00,10.16%,OR,0.10
10000.00,8.49%,CT,0.08
7975.00,6.03%,NY,0.06
12000.00,7.49%,CA,0.07
35000.00,17.27%,MI,0.17
11875.00,6.03%,FL,0.06
19975.00,15.99%,IL,0.16
9516.78,11.78%,TX,0.12
7900.00,15.95%,NY,0.16
24000.00,6.54%,OH,0.07
11475.00,12.12%,FL,0.12
2000.00,16.89%,NJ,0.17
12800.00,16.77%,MD,0.17
10000.00,19.91%,CO,0.20
4800.00,16.82%,NY,0.17
10000.00,18.55%,FL,0.19
25000.00,14.33%,NM,0.14
5000.00,11.71%,GA,0.12
4775.00,7.90%,CA,0.08
16475.00,14.33%,GA,0.14
8000.00,7.90%,KS,0.08
4797.96,10.99%,TX,0.11
28350.00,19.72%,NC,0.20
15900.00,15.58%,NY,0.16
13885.68,17.93%,HI,0.18
5975.00,8.90%,NJ,0.09
21000.00,17.27%,MO,0.17
6000.00,7.90%,SC,0.08
10500.00,14.33%,PA,0.14
16000.00,15.80%,IL,0.16
10000.00,10.74%,MA,0.11
4975.00,11.58%,AZ,0.12
29750.38,19.74%,GA,0.20
11975.00,14.46%,CA,0.14
35000.00,21.97%,MO,0.22
24999.92,20.30%,PA,0.20
2000.00,13.11%,NV,0.13
11975.00,17.77%,TX,0.18
12500.00,8.90%,TX,0.09
7925.00,6.62%,IL,0.07
5000.00,12.12%,NJ,0.12
12800.00,14.65%,TX,0.15
33000.00,7.62%,NY,0.08
15000.00,6.99%,MO,0.07
5000.00,7.62%,FL,0.08
7000.00,14.22%,AZ,0.14
13450.00,14.09%,TX,0.14
20375.00,14.09%,CA,0.14
1200.00,15.80%,FL,0.16
15975.00,6.03%,FL,0.06
2000.00,14.33%,MN,0.14
11150.00,13.92%,CT,0.14
28000.00,7.62%,CA,0.08
27950.00,21.98%,TX,0.22
2322.59,15.05%,OK,0.15
7200.00,12.12%,CA,0.12
4600.00,5.42%,OH,0.05
8000.00,6.99%,CA,0.07
20125.00,18.49%,NY,0.18
19050.00,14.33%,CA,0.14
21825.00,18.79%,LA,0.19
5000.00,10.38%,MA,0.10
12000.00,15.31%,MA,0.15
5800.00,6.03%,MA,0.06
10000.00,11.71%,NJ,0.12
4800.00,7.90%,NC,0.08
8000.00,10.99%,PA,0.11
9750.00,16.29%,TX,0.16
4000.00,12.69%,CA,0.13
3000.00,10.99%,CA,0.11
16000.00,15.80%,TX,0.16
11725.00,9.63%,GA,0.10
5795.24,11.78%,OR,0.12
9600.00,7.90%,AZ,0.08
23850.00,22.95%,TX,0.23
6250.00,14.09%,FL,0.14
16359.69,7.88%,TX,0.08
4000.00,12.69%,CA,0.13
23500.00,19.22%,WA,0.19
3575.00,12.87%,FL,0.13
1900.00,7.29%,FL,0.07
22500.00,7.90%,IL,0.08
12000.00,8.49%,GA,0.08
15000.00,12.69%,NY,0.13
32000.00,17.27%,NH,0.17
24000.00,24.20%,VA,0.24
5500.00,15.80%,CA,0.16
7300.00,7.88%,FL,0.08
24975.00,13.11%,NY,0.13
4575.00,11.14%,TX,0.11
10000.00,14.96%,FL,0.15
19950.00,15.96%,CA,0.16
11100.00,11.14%,NM,0.11
17000.00,10.74%,AL,0.11
11975.00,13.67%,CA,0.14
24000.00,12.12%,TX,0.12
7000.00,17.77%,OK,0.18
10000.00,12.12%,CA,0.12
14000.00,6.62%,NY,0.07
3225.00,7.62%,CA,0.08
18000.00,11.14%,FL,0.11
19500.00,21.00%,VA,0.21
5000.00,6.03%,CA,0.06
20000.00,17.58%,OH,0.18
6000.00,13.49%,NJ,0.13
14300.00,14.09%,DE,0.14
12800.00,12.12%,NC,0.12
2975.00,7.90%,LA,0.08
25000.00,13.11%,FL,0.13
18000.00,12.12%,MA,0.12
9750.00,15.31%,MT,0.15
5000.00,12.42%,SC,0.12
4000.00,13.11%,CO,0.13
1200.00,7.90%,CT,0.08
12000.00,17.27%,CA,0.17
5000.00,16.29%,FL,0.16
21700.00,7.90%,CA,0.08
21850.00,16.29%,GA,0.16
12000.00,11.36%,MA,0.11
7000.00,18.49%,FL,0.18
32000.00,23.76%,NC,0.24
13000.00,14.27%,WA,0.14
12000.00,12.42%,AZ,0.12
25375.00,19.03%,FL,0.19
10000.00,11.14%,CA,0.11
5000.00,12.12%,TX,0.12
9725.00,7.51%,MA,0.08
4000.00,14.33%,OH,0.14
8000.00,10.38%,CA,0.10
35000.00,10.65%,MD,0.11
7650.00,11.03%,MI,0.11
9000.00,6.03%,NY,0.06
24000.00,17.27%,GA,0.17
18000.00,13.11%,CT,0.13
4000.00,13.80%,FL,0.14
15000.00,6.62%,NJ,0.07
6075.00,17.27%,NY,0.17
13800.00,17.49%,NY,0.17
10000.00,18.64%,CA,0.19
7725.00,10.99%,FL,0.11
15000.00,17.27%,WY,0.17
4800.00,6.62%,TX,0.07
17431.82,12.23%,OH,0.12
6975.00,6.91%,CA,0.07
10500.00,12.12%,NY,0.12
24950.00,21.49%,NV,0.21
21000.00,14.33%,OH,0.14
14400.00,14.26%,PA,0.14
9600.00,10.74%,MA,0.11
12000.00,8.88%,MT,0.09
10000.00,11.86%,GA,0.12
4000.00,14.65%,CA,0.15
20000.00,21.49%,FL,0.21
31300.00,22.95%,MD,0.23
6900.00,7.90%,MI,0.08
17982.94,17.88%,NY,0.18
2000.00,12.42%,NY,0.12
12000.00,7.90%,NJ,0.08
3300.00,10.37%,AL,0.10
25000.00,14.33%,CA,0.14
5950.00,10.38%,GA,0.10
3250.00,21.00%,OR,0.21
16175.00,12.23%,MA,0.12
31000.00,21.00%,NY,0.21
4000.00,14.33%,KS,0.14
6000.00,17.49%,MD,0.17
7500.00,6.62%,PA,0.07
11975.00,8.49%,CA,0.08
20000.00,18.49%,CA,0.18
24000.00,22.47%,VA,0.22
7500.00,19.99%,CA,0.20
900.00,17.54%,IN,0.18
4900.00,6.92%,TX,0.07
10000.00,10.74%,NY,0.11
11341.50,6.91%,WA,0.07
6775.00,9.32%,CA,0.09
4000.00,7.49%,CA,0.07
7800.00,13.11%,FL,0.13
15000.00,15.27%,WV,0.15
14125.00,18.49%,NY,0.18
8000.00,5.42%,CA,0.05
4325.00,7.49%,FL,0.07
15000.00,13.49%,VA,0.13
12000.00,10.16%,NY,0.10
6575.00,8.90%,FL,0.09
9000.00,10.16%,CA,0.10
4500.00,8.88%,OR,0.09
19875.00,10.25%,FL,0.10
1950.00,13.11%,CA,0.13
35000.00,16.29%,NY,0.16
8000.00,14.09%,OK,0.14
15000.00,10.59%,CA,0.11
5650.00,7.66%,GA,0.08
6800.00,15.80%,NC,0.16
3000.00,19.05%,CA,0.19
5675.00,11.14%,CA,0.11
12000.00,17.93%,KY,0.18
11100.00,15.31%,WA,0.15
16000.00,19.05%,NY,0.19
4800.00,10.59%,IL,0.11
6200.00,15.31%,CA,0.15
6000.00,10.16%,CA,0.10
2250.00,10.36%,GA,0.10
14860.05,13.61%,OH,0.14
10000.00,12.12%,PA,0.12
10000.00,14.09%,AZ,0.14
12000.00,13.11%,IL,0.13
12000.00,13.11%,NC,0.13
13796.59,12.21%,TX,0.12
8000.00,12.69%,SC,0.13
10000.00,10.16%,CA,0.10
6000.00,14.27%,IL,0.14
4500.00,12.12%,AZ,0.12
3600.00,7.49%,TX,0.07
11200.00,15.80%,FL,0.16
3925.00,11.49%,VA,0.11
6000.00,13.49%,KY,0.13
17000.00,13.11%,CO,0.13
8000.00,13.11%,UT,0.13
2800.00,7.40%,MD,0.07
12375.00,6.03%,PA,0.06
18825.00,17.27%,MI,0.17
9600.00,11.14%,CO,0.11
14400.00,13.11%,CA,0.13
6000.00,17.56%,NJ,0.18
9000.00,6.03%,NY,0.06
19850.00,11.86%,NJ,0.12
15000.00,13.06%,FL,0.13
20000.00,11.14%,WA,0.11
13750.00,19.69%,FL,0.20
6000.00,17.19%,VA,0.17
20000.00,7.90%,AR,0.08
12800.00,11.49%,NC,0.11
6000.00,6.03%,NY,0.06
12000.00,7.51%,CA,0.08
12500.00,13.11%,PA,0.13
5000.00,17.58%,AZ,0.18
4950.00,14.33%,FL,0.14
30000.00,13.11%,CA,0.13
10000.00,12.12%,IL,0.12
6000.00,14.65%,TX,0.15
24000.00,7.90%,TX,0.08
14000.00,10.00%,NJ,0.10
6000.00,7.49%,IL,0.07
22400.00,13.11%,PA,0.13
8000.00,7.90%,NY,0.08
24550.00,20.49%,CO,0.20
8000.00,14.83%,NJ,0.15
10000.00,14.33%,FL,0.14
27884.92,10.65%,NH,0.11
5400.00,6.03%,SD,0.06
12375.00,6.62%,PA,0.07
30000.00,16.29%,GA,0.16
5000.00,6.03%,NY,0.06
6200.00,18.64%,WA,0.19
7000.00,7.49%,PA,0.07
29175.00,21.00%,MA,0.21
33645.15,17.49%,NY,0.17
6000.00,16.89%,NY,0.17
35000.00,12.42%,OK,0.12
12136.46,13.79%,VA,0.14
8450.00,13.49%,TX,0.13
18000.00,17.99%,WA,0.18
12325.00,13.49%,AZ,0.13
10000.00,5.42%,CA,0.05
2000.00,14.09%,MI,0.14
12000.00,21.98%,OH,0.22
5000.00,7.62%,MA,0.08
12000.00,6.03%,MO,0.06
6000.00,13.99%,WY,0.14
12975.00,9.99%,OH,0.10
4700.00,17.27%,FL,0.17
9925.00,18.49%,OR,0.18
1000.00,15.31%,NV,0.15
9600.00,16.29%,TX,0.16
3625.00,14.09%,FL,0.14
10000.00,13.11%,CO,0.13
19400.00,12.42%,CA,0.12
8400.00,13.67%,TX,0.14
10000.00,13.99%,CA,0.14
6000.00,13.23%,FL,0.13
10000.00,14.33%,NV,0.14
6000.00,12.12%,NM,0.12
16000.00,15.31%,NY,0.15
21925.00,17.27%,CA,0.17
24950.00,21.27%,CA,0.21
13200.00,19.72%,CA,0.20
14450.00,9.99%,AL,0.10
2200.00,15.05%,GA,0.15
21000.00,11.14%,NY,0.11
9000.00,14.33%,CO,0.14
5000.00,11.14%,OH,0.11
34975.00,8.90%,LA,0.09
20000.00,21.98%,NY,0.22
11975.00,7.90%,VA,0.08
10000.00,13.49%,NY,0.13
10725.00,13.11%,MI,0.13
3975.00,14.83%,CA,0.15
10450.00,13.11%,TX,0.13
2950.00,8.90%,NY,0.09
11000.00,12.12%,CA,0.12
7500.00,13.11%,NJ,0.13
7325.00,11.12%,OR,0.11
10000.00,10.74%,NY,0.11
8000.00,17.27%,MI,0.17
33600.00,23.83%,UT,0.24
12000.00,15.27%,VA,0.15
5000.00,17.49%,PA,0.17
10000.00,11.14%,VA,0.11
2075.00,10.16%,SC,0.10
15825.00,16.82%,TX,0.17
6000.00,12.12%,CT,0.12
8600.00,13.99%,CA,0.14
16800.00,7.90%,FL,0.08
7200.00,7.51%,NJ,0.08
9000.00,13.11%,CA,0.13
9767.84,12.87%,GA,0.13
11350.00,14.09%,AZ,0.14
6000.00,17.27%,TX,0.17
4000.00,12.12%,AL,0.12
6400.00,10.74%,DC,0.11
3000.00,18.25%,AL,0.18
1125.00,5.79%,FL,0.06
27950.00,13.11%,CO,0.13
6000.00,8.90%,CA,0.09
5000.00,6.03%,TX,0.06
19975.00,20.30%,AK,0.20
9200.00,7.49%,PA,0.07
35000.00,13.11%,CA,0.13
18000.00,20.49%,CA,0.20
8250.00,7.49%,CO,0.07
1200.00,7.49%,AL,0.07
10000.00,9.63%,NY,0.10
35000.00,17.27%,MA,0.17
18000.00,15.31%,NM,0.15
19975.00,18.39%,MD,0.18
5500.00,11.14%,PA,0.11
35000.00,22.47%,FL,0.22
35000.00,21.98%,NY,0.22
20875.00,21.49%,NY,0.21
1500.00,9.63%,AZ,0.10
12000.00,19.99%,KY,0.20
9975.00,14.33%,CA,0.14
9750.00,18.49%,TX,0.18
5575.00,7.49%,WA,0.07
11200.00,13.11%,CA,0.13
3975.00,13.43%,PA,0.13
7000.00,8.90%,PA,0.09
18000.00,6.03%,CA,0.06
5000.00,12.61%,CA,0.13
9975.00,9.25%,VA,0.09
9800.00,19.69%,RI,0.20
19975.00,12.12%,UT,0.12
4950.00,18.29%,NJ,0.18
8875.00,11.14%,TX,0.11
4400.00,5.99%,PA,0.06
23350.00,11.71%,CA,0.12
3000.00,18.49%,NJ,0.18
4800.00,12.42%,NY,0.12
5375.00,11.71%,KY,0.12
14000.00,11.99%,TX,0.12
19775.00,13.23%,MO,0.13
13025.00,13.11%,UT,0.13
18000.00,18.49%,CA,0.18
2275.77,7.68%,OR,0.08
4985.44,7.14%,CT,0.07
4500.00,11.14%,CT,0.11
15000.00,8.90%,MO,0.09
35000.00,20.49%,TX,0.20
4500.00,8.49%,TX,0.08
4500.00,17.27%,PA,0.17
1450.00,7.51%,MA,0.08
6000.00,14.96%,TX,0.15
4500.00,6.54%,NC,0.07
14000.00,6.62%,TX,0.07
15000.00,6.03%,MA,0.06
14550.00,10.99%,TX,0.11
1300.00,11.03%,GA,0.11
35000.00,20.49%,TX,0.20
10000.00,20.49%,TX,0.20
6000.00,13.98%,CA,0.14
10000.00,15.80%,AK,0.16
9950.00,8.94%,CO,0.09
3639.28,13.30%,CA,0.13
9600.00,14.65%,CA,0.15
17775.00,22.11%,NC,0.22
2000.00,7.62%,TX,0.08
18825.00,21.00%,CT,0.21
2509.17,13.06%,NV,0.13
2000.00,13.11%,KY,0.13
9000.00,17.77%,CA,0.18
5750.00,13.11%,NY,0.13
21725.00,19.22%,LA,0.19
20000.00,7.90%,NY,0.08
15325.00,13.49%,WA,0.13
8400.00,14.33%,CA,0.14
4500.00,7.49%,OR,0.07
9950.00,15.31%,CA,0.15
15000.00,7.90%,IL,0.08
9850.00,10.99%,VA,0.11
10400.00,18.25%,CA,0.18
3862.32,12.21%,GA,0.12
3000.00,6.03%,NY,0.06
15000.00,14.33%,TX,0.14
12700.00,17.77%,AL,0.18
15745.73,11.11%,MO,0.11
7200.00,7.90%,TX,0.08
30000.00,20.25%,VA,0.20
20125.00,14.65%,FL,0.15
12000.00,15.27%,PA,0.15
4950.00,10.62%,CA,0.11
7989.96,11.36%,CA,0.11
3600.00,6.62%,TX,0.07
8350.00,9.63%,GA,0.10
17925.00,19.22%,CA,0.19
20000.00,23.76%,VA,0.24
4350.00,5.99%,CA,0.06
11975.00,10.99%,NY,0.11
5400.00,13.67%,CA,0.14
11950.00,12.68%,NY,0.13
12000.00,17.77%,MI,0.18
6700.00,7.90%,KS,0.08
3750.00,11.71%,CA,0.12
8000.00,13.67%,NJ,0.14
4500.00,11.49%,CA,0.11
5975.00,17.14%,FL,0.17
19400.00,23.28%,NC,0.23
15600.00,17.93%,CA,0.18
8800.00,14.27%,IL,0.14
4800.00,13.99%,OH,0.14
5175.00,17.77%,NY,0.18
9999.36,10.75%,MD,0.11
12000.00,11.14%,VA,0.11
5000.00,7.51%,FL,0.08
33600.00,17.27%,NY,0.17
10000.00,13.11%,TX,0.13
11975.00,16.29%,AZ,0.16
4000.00,14.33%,MD,0.14
20000.00,15.80%,CT,0.16
12000.00,14.09%,CA,0.14
17500.00,21.00%,NY,0.21
10000.00,11.71%,FL,0.12
3000.00,14.22%,MA,0.14
5592.37,8.59%,NJ,0.09
10000.00,15.80%,AZ,0.16
5000.00,8.49%,WA,0.08
16000.00,21.49%,NY,0.21
4800.00,10.75%,MA,0.11
24925.00,18.75%,AK,0.19
4825.00,12.12%,CT,0.12
18750.00,18.25%,CO,0.18
5000.00,15.31%,CT,0.15
224.99,13.17%,CT,0.13
10000.00,16.82%,MA,0.17
5300.00,7.90%,TX,0.08
5000.00,9.63%,AZ,0.10
15051.09,13.23%,TX,0.13
9200.00,11.89%,OH,0.12
18725.00,10.75%,MD,0.11
2000.00,6.03%,NY,0.06
7200.00,20.49%,NJ,0.20
8000.00,14.09%,CO,0.14
12875.00,11.71%,NJ,0.12
8000.00,16.29%,CT,0.16
13675.00,9.63%,CA,0.10
1400.00,12.69%,NJ,0.13
9500.00,8.90%,CO,0.09
12700.00,11.14%,NJ,0.11
10000.00,9.76%,NJ,0.10
5691.36,11.89%,PA,0.12
5200.00,13.99%,CA,0.14
8975.00,15.81%,MO,0.16
11854.04,14.74%,NY,0.15
3800.00,9.07%,FL,0.09
10000.00,13.99%,NJ,0.14
1800.00,11.49%,WY,0.11
19000.00,18.75%,MN,0.19
24000.00,20.49%,NJ,0.20
11475.00,11.14%,FL,0.11
12100.00,13.67%,FL,0.14
12000.00,17.99%,TX,0.18
12000.00,15.31%,MA,0.15
10000.00,19.72%,MN,0.20
8875.00,15.31%,NC,0.15
10625.00,17.77%,FL,0.18
3725.00,14.11%,GA,0.14
10000.00,17.27%,FL,0.17
12000.00,20.49%,IL,0.20
12225.00,11.99%,AR,0.12
15975.00,17.58%,MO,0.18
10000.00,15.81%,TX,0.16
3625.00,16.29%,NY,0.16
8400.00,12.12%,MA,0.12
1334.54,15.05%,FL,0.15
3600.00,16.29%,NY,0.16
14000.00,17.51%,DC,0.18
15675.00,6.03%,FL,0.06
5546.81,11.89%,NY,0.12
10000.00,8.90%,GA,0.09
29000.00,7.90%,NY,0.08
4800.00,12.42%,UT,0.12
4900.00,8.94%,NY,0.09
6894.01,12.53%,NJ,0.13
19975.00,16.29%,MD,0.16
9000.00,12.12%,NY,0.12
4400.00,12.42%,CA,0.12
3000.00,11.71%,GA,0.12
6250.00,14.33%,FL,0.14
14000.00,6.03%,IL,0.06
30000.00,14.27%,TX,0.14
19600.00,12.42%,AZ,0.12
1600.00,13.11%,WA,0.13
8000.00,13.99%,CA,0.14
2125.00,12.92%,MI,0.13
16075.00,16.29%,KS,0.16
4888.24,14.26%,CT,0.14
14400.00,11.99%,KY,0.12
7750.00,20.49%,CA,0.20
4200.00,5.79%,MD,0.06
34950.00,12.68%,WV,0.13
12800.00,12.12%,CA,0.12
8000.00,8.90%,AZ,0.09
23477.53,18.64%,NV,0.19
5000.00,8.49%,NJ,0.08
4000.00,11.49%,MA,0.11
2875.00,18.49%,AZ,0.18
1800.00,16.02%,AL,0.16
7200.00,13.49%,CA,0.13
6000.00,12.12%,PA,0.12
14975.00,7.90%,NY,0.08
10375.00,14.33%,MD,0.14
25000.00,15.80%,CA,0.16
7782.65,8.59%,CA,0.09
10000.00,15.31%,CA,0.15
4450.00,7.68%,NY,0.08
7000.00,17.77%,TX,0.18
5473.88,14.61%,SC,0.15
7000.00,14.33%,PA,0.14
11975.00,6.62%,CA,0.07
9975.00,6.99%,CA,0.07
9800.00,14.91%,CA,0.15
15000.00,13.11%,GA,0.13
12000.00,7.91%,CA,0.08
18975.00,13.72%,CA,0.14
10000.00,13.49%,AL,0.13
14725.00,19.41%,VA,0.19
17475.00,14.09%,NY,0.14
10000.00,12.53%,CA,0.13
11998.20,10.37%,CT,0.10
32550.00,6.62%,IL,0.07
17450.00,12.12%,NC,0.12
7200.00,7.90%,NJ,0.08
7125.00,7.62%,GA,0.08
19861.23,14.96%,CA,0.15
18000.00,19.72%,AL,0.20
15000.00,18.25%,NV,0.18
14000.00,10.37%,MA,0.10
4750.00,12.21%,CA,0.12
8000.00,14.33%,TX,0.14
34900.00,18.25%,GA,0.18
3600.00,7.74%,CA,0.08
19950.00,11.49%,NY,0.11
20000.00,22.45%,VT,0.22
9950.00,14.27%,CA,0.14
10000.00,9.91%,WA,0.10
4500.00,7.51%,CA,0.08
8000.00,7.90%,TX,0.08
7425.00,9.76%,NV,0.10
12000.00,6.03%,SC,0.06
9000.00,15.27%,AZ,0.15
28000.00,16.29%,NV,0.16
15550.00,13.67%,TX,0.14
10500.00,12.12%,OR,0.12
6727.42,16.83%,IL,0.17
3600.00,19.72%,TX,0.20
12000.00,7.29%,NC,0.07
24144.61,11.83%,CA,0.12
20000.00,12.69%,MN,0.13
14000.00,12.12%,TX,0.12
10000.00,6.03%,MD,0.06
8000.00,12.42%,NY,0.12
15000.00,17.51%,NV,0.18
3500.00,12.12%,TX,0.12
29975.00,20.89%,VA,0.21
12000.00,17.77%,CA,0.18
12250.00,19.03%,TX,0.19
9000.00,7.88%,MN,0.08
31825.00,14.09%,CA,0.14
23975.00,19.03%,NC,0.19
12787.71,8.94%,AZ,0.09
20000.00,13.99%,MO,0.14
15000.00,12.69%,NY,0.13
14950.00,14.17%,OR,0.14
3150.00,13.93%,MN,0.14
14000.00,14.09%,MI,0.14
21000.00,13.67%,CA,0.14
5000.00,6.92%,MA,0.07
5000.00,12.12%,RI,0.12
8000.00,11.14%,DE,0.11
10000.00,22.47%,MD,0.22
7000.00,6.99%,CA,0.07
11000.00,6.03%,NC,0.06
28000.00,20.49%,MI,0.20
21963.64,10.99%,GA,0.11
15000.00,8.90%,CA,0.09
23950.00,24.89%,NH,0.25
5000.00,15.96%,NY,0.16
10000.00,10.59%,NY,0.11
16000.00,18.55%,MD,0.19
6301.07,14.11%,CO,0.14
8000.00,18.49%,OH,0.18
10000.00,11.71%,NY,0.12
5000.00,5.79%,NY,0.06
19975.00,22.78%,NV,0.23
3600.00,7.88%,CO,0.08
15000.00,17.77%,HI,0.18
9700.00,14.09%,CA,0.14
8450.00,18.49%,CA,0.18
25000.00,20.49%,NY,0.20
24950.00,13.49%,CO,0.13
15000.00,17.77%,GA,0.18
14575.00,19.05%,OR,0.19
14775.00,21.00%,CT,0.21
2000.00,11.49%,CA,0.11
2575.00,10.16%,NY,0.10
4200.00,14.33%,NJ,0.14
8000.00,20.52%,CT,0.21
9500.00,14.79%,OK,0.15
16445.93,9.88%,IL,0.10
12300.00,13.11%,MD,0.13
4000.00,17.27%,TX,0.17
20000.00,18.30%,NY,0.18
12000.00,12.68%,VA,0.13
4375.00,14.33%,MI,0.14
3000.00,14.59%,NJ,0.15
13000.00,6.62%,NJ,0.07
16200.00,8.90%,NY,0.09
11375.00,8.90%,CA,0.09
25875.00,18.49%,NM,0.18
15000.00,19.04%,CA,0.19
20950.00,22.95%,MA,0.23
12800.00,14.79%,MI,0.15
2000.00,16.00%,OR,0.16
25000.00,7.90%,OR,0.08
28150.00,10.16%,CA,0.10
19925.00,18.64%,MO,0.19
24000.00,16.29%,VT,0.16
21850.00,17.27%,MD,0.17
19850.00,13.22%,GA,0.13
15875.00,13.85%,IL,0.14
10000.00,11.14%,PA,0.11
20000.00,14.09%,NJ,0.14
1000.00,7.90%,FL,0.08
3500.00,11.49%,MI,0.11
